Name	Group	Organism	COX1_beg	COX1_end
NC_022934	Actinopterygii	Sarcocheilichthys lacustris	5488	7038
NC_022940	Actinopterygii	Monotrete leiurus	5451	7010
NC_022941	Actinopterygii	Garra rufa	5476	7026
NC_022942	Actinopterygii	Labeo chrysophekadion	5489	7039
NC_022943	Actinopterygii	Labeo pierrei	5506	7056
NC_022944	Actinopterygii	Garra spilota	5479	7029
NC_022945	Actinopterygii	Labeo angra	5494	7044
NC_022946	Actinopterygii	Osteochilus nashii	5494	7044
NC_022947	Actinopterygii	Labiobarbus ocellatus	5480	7030
NC_022948	Actinopterygii	Schismatorhynchos nukta	5488	7038
NC_022949	Actinopterygii	Labeo cyclorhynchus	5488	7038
NC_022950	Actinopterygii	Henicorhynchus lineatus	5488	7038
NC_022951	Actinopterygii	Osteochilus schlegelii	5488	7038
NC_022952	Actinopterygii	Thynnichthys polylepis	5484	7034
NC_022953	Actinopterygii	Garra flavatra	5506	7052
NC_022954	Actinopterygii	Labiobarbus leptocheilus	5483	7033
NC_022955	Actinopterygii	Labiobarbus lineatus	5486	7036
NC_022956	Actinopterygii	Labeo lineatus	5484	7034
NC_022957		Aegypius monachus	5390	6940
NC_022960	Actinopterygii	Campylomormyrus compressirostris	5551	7110
NC_023089	Mammalia	Petaurista hainana	5353	6894
NC_023100	Mammalia	Homo heidelbergensis	5903	7444
NC_023101	Actinopterygii	Acanthorhodeus chankaensis	5475	7025
NC_023105	Actinopterygii	Zacco platypus	5495	7045
NC_023106	Actinopterygii	Mystacoleucus marginatus	5489	7039
NC_023116	Chondrichthyes	Potamotrygon motoro	5491	7044
NC_023122	Mammalia	Pteropus alecto	5349	6893
NC_023129	Actinopterygii	Pleurogrammus azonus	5470	7020
NC_023210	Mammalia	Mustela kathiah	5336	6880
NC_023211	Mammalia	Saimiri oerstedii citrinellus	5313	6854
NC_023220		Cyclemys oldhami	5385	6932
NC_023221		Cyclemys tcheponensis	5394	6941
NC_023222	Actinopterygii	Hemibagrus spilopterus	5462	7012
NC_023223	Actinopterygii	Mystus rhegma	5471	7021
NC_023224	Actinopterygii	Cynoglossus sinicus	6280	7830
NC_023225	Actinopterygii	Zebrias quagga	5510	7060
NC_023226	Actinopterygii	Cynoglossus bilineatus	6254	7804
NC_023227	Actinopterygii	Paraplagusia bilineata	6755	8305
NC_023228	Actinopterygii	Paraplagusia blochii	6386	7936
NC_023229	Actinopterygii	Cynoglossus puncticeps	6937	8487
NC_023230	Actinopterygii	Cynoglossus lineolatus	6215	7765
NC_023231	Actinopterygii	Cyclocheilichthys enoplos	5479	7038
NC_023243	Actinopterygii	Tor tambroides	6404	7954
NC_023244	Mammalia	Uropsilus soricipes	5362	6906
NC_023258	Actinopterygii	Pampus echinogaster	5579	7132
NC_023263	Mammalia	Meriones unguiculatus	5336	6880
NC_023264		Polyplectron germaini	6560	8110
NC_023265	Actinopterygii	Sebastes koreanus	5482	7033
NC_023266	Chondrichthyes	Cetorhinus maximus	5447	7000
NC_023267	Actinopterygii	Plesiomyzon baotingensis	5472	7022
NC_023269	Actinopterygii	Esox reichertii	5444	6994
NC_023272	Actinopterygii	Polypterus palmas buettikoferi	5419	6975
NC_023347	Mammalia	Rattus niobe	5323	6861
NC_023351	Mammalia	Nectogale elegans	5359	6903
NC_023352		Mareca falcata	6448	7998
NC_023353	Actinopterygii	Mugilogobius abei	5454	7007
NC_023361	Chondrichthyes	Glyphis garricki	5458	7014
NC_023365	Actinopterygii	Schizothorax labiatus	5480	7030
NC_023366	Actinopterygii	Schizothorax progastus	5479	7029
NC_023368	Mammalia	Pteronotus parnellii	5337	6881
NC_023375		Serinus canaria	5337	6881
NC_023376	Actinopterygii	Rita rita	4641	6191
NC_023378	Actinopterygii	Acrossocheilus fasciatus	5474	7024
NC_023380		Hemisus marmoratus	10228	11778
NC_023383	Actinopterygii	Macquaria australasica	5976	7535
NC_023445	Actinopterygii	Symphurus plagiusa	5618	7168
NC_023446	Actinopterygii	Cynoglossus itinus	6568	8118
NC_023447	Actinopterygii	Colistium nudipinnis	5491	7041
NC_023448	Actinopterygii	Peltorhamphus novaezeelandiae	5488	7038
NC_023455	Chondrichthyes	Rhincodon typus	5479	7035
NC_023457	Mammalia	Capricornis milneedwardsii	5327	6871
NC_023458	Actinopterygii	Decapterus macrosoma	5515	7065
NC_023459	Mammalia	Vulpes zerda	5354	6898
NC_023461	Actinopterygii	Microphysogobio tafangensis	5490	7040
NC_023466	Actinopterygii	Pampus argenteus	5579	7132
NC_023468	Actinopterygii	Boleophthalmus boddarti	5579	7132
NC_023470	Actinopterygii	Heterotilapia buttikoferi	5485	7080
NC_023472	Actinopterygii	Sinocyclocheilus anophthalmus	6394	7944
NC_023473	Actinopterygii	Cobitis melanoleuca granoei	5462	7012
NC_023475	Actinopterygii	Pleurogrammus monopterygius	5473	7023
NC_023505	Chondrichthyes	Dipturus kwangtungensis	5476	7032
NC_023507		Caecilia tentaculata	5304	6857
NC_023508		Caecilia gracilis	5330	6883
NC_023509		Chthonerpeton indistinctum	5299	6849
NC_023510		Grandisonia sechellensis	5370	6923
NC_023511		Ichthyophis bombayensis	5346	6896
NC_023512		Indotyphlus maharashtraensis	5348	6898
NC_023513		Luetkenotyphlus brasiliensis	5459	7012
NC_023514		Microcaecilia dermatophaga	5332	6885
NC_023515		Microcaecilia unicolor	5310	6863
NC_023516		Potomotyphlus kaupii	5288	6841
NC_023517		Praslinia cooperi	5334	6887
NC_023518		Schistometopum gregorii	5312	6865
NC_023519		Uraeotyphlus gansi	5281	6831
NC_023520	Chondrichthyes	Carcharias taurus	5508	7061
NC_023521	Chondrichthyes	Carcharhinus sorrah	5464	7020
NC_023522	Chondrichthyes	Carcharhinus leucas	5461	7017
NC_023524	Actinopterygii	Alepes kleinii	5527	7077
NC_023525	Chondrichthyes	Himantura granulata	5509	7065
NC_023526	Actinopterygii	Paraneetroplus synspilus	5470	7032
NC_023527	Chondrichthyes	Mustelus griseus	5458	7014
NC_023528		Rana dybowskii	8924	10474
NC_023529		Rana cf. chensinensis QYCRCCH_C	8732	10282
NC_023531	Actinopterygii	Schizothorax plagiostomus	5472	7022
NC_023534	Actinopterygii	Megalobrama amblycephala x Parabramis pekinensis	6435	7985
NC_023536	Mammalia	Sus verrucosus	6384	7928
NC_023538	Actinopterygii	Coilia grayii	5473	7017
NC_023539	Actinopterygii	Liachirus melanospilos	5525	7075
NC_023541	Mammalia	Sus cebifrons	6379	7923
NC_023542	Mammalia	Beatragus hunteri	5319	6863
NC_023543	Mammalia	Damaliscus lunatus	5324	6868
NC_023768	Actinopterygii	Achirus lineatus	5505	7053
NC_023769	Actinopterygii	Trinectes maculatus	5505	7053
NC_023777		Ichthyaetus relictus	5376	6926
NC_023779		Lophura swinhoii	5376	6926
NC_023780	Mammalia	Ratufa bicolor	5370	6911
NC_023781	Actinopterygii	Abbottina rivularis	5485	7035
NC_023786	Actinopterygii	Parazacco spilurus	5497	7047
NC_023787		Phodilus badius	5497	7047
NC_023788		Sagittarius serpentarius	5497	7047
NC_023789		Hynobius maoershanensis	5364	6914
NC_023793	Actinopterygii	Gymnodiptychus pachycheilus	5478	7028
NC_023797	Actinopterygii	Metzia mesembrinum	5489	7039
NC_023799	Actinopterygii	Onychostoma macrolepis	5479	7029
NC_023802	Actinopterygii	Phoxinus ujmonensis	5490	7040
NC_023803	Actinopterygii	Paramisgurnus dabryanus	5467	7017
NC_023804	Actinopterygii	Thamnaconus tessellatus	5465	7015
NC_023807	Actinopterygii	Maccullochella peelii	5488	7038
NC_023808	Chondrichthyes	Pastinachus atrus	5505	7061
NC_023824	Actinopterygii	Nematalosa nasus	5485	7035
NC_023826	Actinopterygii	Amphiprion polymnus	5485	7050
NC_023827	Actinopterygii	Amphilophus citrinellus	5468	7030
NC_023828	Actinopterygii	Lophius litulon	5468	7018
NC_023829	Actinopterygii	Schizothorax prenanti	5474	7024
NC_023830	Mammalia	Mesoplodon grayi	5365	6915
NC_023832		Anser cygnoides	6588	8138
NC_023837	Actinopterygii	Huso dauricus	5503	7056
NC_023838	Mammalia	Tapirus indicus	5352	6896
NC_023889	Mammalia	Orcinus orca	5360	6910
NC_023890		Chrysemys picta bellii	5402	6949
NC_023922	Mammalia	Petaurista alborufus	5356	6897
NC_023924	Actinopterygii	Pangasius pangasius	5470	7020
NC_023939		Tetraogallus tibetanus	6554	8104
NC_023940		Perdix hodgsoniae	6552	8102
NC_023941	Actinopterygii	Clarias fuscus	5467	7017
NC_023944	Chondrichthyes	Zearaja chilensis	5474	7030
NC_023946		Ciconia nigra	7615	9165
NC_023947	Actinopterygii	Cobitis elongatoides	5441	6991
NC_023948	Chondrichthyes	Carcharhinus amblyrhynchoides	5461	7017
NC_023949		Amolops ricketti	5526	7073
NC_023950	Mammalia	Blarinella quadraticauda	5343	6887
NC_023951	Chondrichthyes	Rhinobatos schlegelii	5493	7049
NC_023952	Actinopterygii	Rexea solandri	5478	7028
NC_023954	Actinopterygii	Selar crumenophthalmus	5523	7073
NC_023957	Actinopterygii	Coreoperca whiteheadi	5467	7029
NC_023958	Mammalia	Vulpes corsac	5353	6897
NC_023961	Mammalia	Cercopithecus mitis	5326	6894
NC_023962	Mammalia	Cercopithecus lhoesti	5325	6893
NC_023963	Mammalia	Cercopithecus diana	5321	6889
NC_023964	Mammalia	Cercocebus torquatus	5333	6901
NC_023965	Mammalia	Allenopithecus nigroviridis	5328	6896
NC_023966	Actinopterygii	Amphiprion percula	5484	7049
NC_023967	Actinopterygii	Amphiprion clarkii	5486	7051
NC_023968	Actinopterygii	Carangoides malabaricus	5510	7060
NC_023969		Aix galericulata	5414	6964
NC_023970	Mammalia	Trachypithecus francoisi	5327	6871
NC_023971	Mammalia	Trachypithecus cristatus	5329	6873
NC_023972	Actinopterygii	Nemipterus japonicus	5561	7111
NC_023973	Actinopterygii	Pseudaesopia japonica	5488	7044
NC_023974	Actinopterygii	Pardachirus pavoninus	5488	7035
NC_023975	Actinopterygii	Belligobio nummifer	5492	7042
NC_023976	Actinopterygii	Hemibagrus guttatus	5471	7021
NC_023977	Actinopterygii	Mastacembelus armatus	5448	6998
NC_023979	Actinopterygii	Schizopyge dolichonema	5474	7024
NC_023980	Actinopterygii	Saurida microlepis	5441	6991
NC_023981		Egretta garzetta	5425	6975
NC_023982		Amaurornis akool	5365	6915
NC_024030	Mammalia	Equus przewalskii	5358	6902
NC_024032	Actinopterygii	Salmo trutta	5475	7025
NC_024039	Actinopterygii	Epinephelus tukula	5499	7049
NC_024040	Mammalia	Lepus timidus	5350	6891
NC_024041	Mammalia	Lepus townsendii	5344	6885
NC_024042	Mammalia	Lepus granatensis	5350	6891
NC_024043	Mammalia	Lepus americanus	5346	6887
NC_024044	Actinopterygii	Pampus chinensis	5346	6887
NC_024045	Actinopterygii	Rasbora borapetensis	5458	7020
NC_024048		Fringilla montifringilla	5400	6950
NC_024049	Actinopterygii	Leptobotia microphthalma	5398	6948
NC_024051	Mammalia	Tarsius lariang	5348	6892
NC_024052	Mammalia	Tarsius dentatus	5348	6892
NC_024053	Mammalia	Tarsius wallacei	5348	6892
NC_024055	Chondrichthyes	Carcharhinus acronotus	5466	7022
NC_024058	Actinopterygii	Mogurnda adspersa	5473	7026
NC_024059	Chondrichthyes	Cirrhigaleus australis	5474	7030
NC_024068		Jacana spinosa	5376	6926
NC_024069		Jacana jacana	5377	6927
NC_024086	Actinopterygii	Siganus puellus	5481	7031
NC_024087		Aquila chrysaetos	9063	10613
NC_024088	Actinopterygii	Siganus guttatus	5479	7029
NC_024100	Actinopterygii	Cephalopholis sexmaculata	5516	7066
NC_024101	Chondrichthyes	Isurus paucus	5516	7066
NC_024102	Chondrichthyes	Gymnura poecilura	5487	7043
NC_024107		Cecropis daurica	5341	6891
NC_024108	Actinopterygii	Grammistes sexlineatus	5500	7050
NC_024109	Actinopterygii	Protosalanx hyalocranius	5490	7040
NC_024110	Chondrichthyes	Pristiophorus japonicus	5466	7022
NC_024156		Amazilia versicolor	5387	6937
NC_024163	Actinopterygii	Platysmacheilus exiguus	5493	7043
NC_024172	Mammalia	Chrysocyon brachyurus	5352	6896
NC_024178	Actinopterygii	Atractosteus tropicus	5495	7048
NC_024179		Leiolepis reevesii	5292	6839
NC_024180		Amolops mantzorum	5679	7229
NC_024183	Actinopterygii	Cultrichthys compressocorpus	5497	7047
NC_024185	Actinopterygii	Draconetta xenica	5487	7043
NC_024186	Actinopterygii	Solenostomus paradoxus	5364	6914
NC_024187	Actinopterygii	Doryrhamphus japonicus	5454	7004
NC_024188	Actinopterygii	Mulloidichthys vanicolensis	5480	7030
NC_024189	Actinopterygii	Dactyloptena orientalis	5484	7034
NC_024190	Actinopterygii	Fistularia petimba	5470	7020
NC_024191	Actinopterygii	Phycodurus eques	5447	6997
NC_024192	Actinopterygii	Parupeneus multifasciatus	5505	7055
NC_024193	Actinopterygii	Neosynchiropus moyeri	5474	7018
NC_024194	Actinopterygii	Callionymus enneactis	5427	6971
NC_024195	Actinopterygii	Synchiropus splendidus	5444	6988
NC_024196	Actinopterygii	Syngnathus schlegeli	5420	6970
NC_024197	Actinopterygii	Hoplolatilus cuniculus	5939	7489
NC_024198		Halcyon pileata	5939	7489
NC_024199	Actinopterygii	Takifugu flavidus	5446	7005
NC_024201	Actinopterygii	Microdevario kubotai	5545	7107
NC_024236	Actinopterygii	Sparus aurata	5478	7043
NC_024238	Actinopterygii	Poecilia reticulata	5461	7017
NC_024257		Pericrocotus ethologus	5430	6980
NC_024259	Mammalia	Lepus coreanus	5349	6890
NC_024266		Aegithalos fuliginosus	5423	6973
NC_024267		Aegithalos bonvaloti	5423	6973
NC_024268		Aegithalos glaucogularis	5424	6974
NC_024269	Chondrichthyes	Lamna ditropis	5459	7012
NC_024273	Actinopterygii	Hemibagrus nemurus	5460	7011
NC_024274	Actinopterygii	Barbonymus schwanenfeldii	5485	7035
NC_024276	Chondrichthyes	Squatina japonica	5452	7008
NC_024277	Actinopterygii	Chanodichthys recurviceps	5496	7046
NC_024279	Actinopterygii	Pseudobagrus emarginatus	5473	7023
NC_024280		Ceryle rudis	5390	6940
NC_024284	Chondrichthyes	Carcharhinus melanopterus	5462	7018
NC_024285	Actinopterygii	Aseraggodes kobensis	5525	7073
NC_024294	Actinopterygii	Ptychidio jordani	5483	7033
NC_024422	Actinopterygii	Megalobrama skolkovii	5496	7046
NC_024423	Actinopterygii	Rhinogobio typus	5496	7046
NC_024427		Leptobrachium boringii	5454	7016
NC_024430	Actinopterygii	Paracanthobrama guichenoti	5491	7041
NC_024431	Actinopterygii	Coreoperca loona	5478	7037
NC_024432	Actinopterygii	Siniperca roulei	5476	7035
NC_024433	Actinopterygii	Siniperca undulata	5478	7037
NC_024434	Actinopterygii	Pareuchiloglanis sinensis	5519	7066
NC_024436	Actinopterygii	Gadopsis marmoratus	6244	7794
NC_024513		Crocodylus rhombifer	5315	6871
NC_024524		Emberiza cioides	5393	6943
NC_024527	Actinopterygii	Hemibarbus medius	5495	7045
NC_024528	Actinopterygii	Leuciscus baicalensis	5491	7041
NC_024530	Actinopterygii	Hippocampus ingens	5463	7016
NC_024531	Actinopterygii	Liza haematocheila	5468	7063
NC_024533		Pavo cristatus	6550	8100
NC_024534	Actinopterygii	Sinogastromyzon sichangensis	5469	7019
NC_024536	Actinopterygii	Hippocampus barbouri	5463	7016
NC_024537	Actinopterygii	Ptychobarbus dipogon	5476	7026
NC_024538	Mammalia	Myodes glareolus	5476	7026
NC_024539		Paradoxornis webbianus	5415	6965
NC_024540	Actinopterygii	Rhinogobio cylindricus	5495	7045
NC_024546		Euprepiophis perlacea	6189	7790
NC_024547		Microhyla pulchra	5540	7090
NC_024548		Rana kunyuensis	14120	15673
NC_024549	Actinopterygii	Sebastes oblongus	5467	7020
NC_024552		Turdus hortulorum	5379	6938
NC_024553		Garrulax cineraceus	5402	6952
NC_024556	Actinopterygii	Decapterus maruadsi	5514	7064
NC_024557		Aprasia parapulchella	5332	6873
NC_024558	Mammalia	Vespertilio sinensis	5335	6879
NC_024559		Lycodon rufozonatus	6219	7764
NC_024561	Actinopterygii	Squalidus gracilis	5491	7041
NC_024563	Mammalia	Anourosorex squamipes	5354	6898
NC_024566	Actinopterygii	Tanakia lanceolata	5472	7022
NC_024567	Mammalia	Nandinia binotata	5353	6897
NC_024568	Mammalia	Genetta servalina	5345	6889
NC_024569	Mammalia	Prionodon pardicolor	5352	6896
NC_024570	Chondrichthyes	Pteroplatytrygon violacea	5512	7071
NC_024572	Actinopterygii	Lutjanus johnii	10113	11672
NC_024573	Actinopterygii	Protonibea diacanthus	5504	7060
NC_024574	Actinopterygii	Xenophysogobio boulengeri	5500	7050
NC_024575		Dupetor flavicollis	5406	6956
NC_024576		Plestiodon elegans	5292	6839
NC_024578	Actinopterygii	Discogobio tetrabarbatus	5482	7032
NC_024580	Actinopterygii	Platax teira	5484	7034
NC_024585	Actinopterygii	Salvelinus curilus	6466	8016
NC_024587	Actinopterygii	Plectorhinchus cinctus	5489	7051
NC_024588	Actinopterygii	Pseudogyrinocheilus prochilus	5480	7030
NC_024592	Mammalia	Cricetulus kamensis	5312	6856
NC_024593		Amaurornis phoenicurus	5352	6902
NC_024596	Chondrichthyes	Carcharhinus plumbeus	5466	7022
NC_024597	Actinopterygii	Triplophysa anterodorsalis	5465	7015
NC_024598	Actinopterygii	Jinshaia sinensis	5468	7018
NC_024599	Chondrichthyes	Pavoraja nitida	5467	7023
NC_024602		Aythya ferina	5400	6950
NC_024603		Odorrana margaretae	5523	7076
NC_024604	Mammalia	Suncus murinus	5363	6907
NC_024606	Actinopterygii	Jinshaia abbreviata	5468	7018
NC_024607		Corvus splendens	5412	6962
NC_024609	Actinopterygii	Lepturichthys fimbriata	5469	7019
NC_024610	Actinopterygii	Solea ovata	5457	7007
NC_024615		Polyplectron napoleonis	6570	8120
NC_024616		Ptilopachus petrosus	6630	8180
NC_024617		Crax daubentoni	6550	8100
NC_024618		Crax rubra	6532	8082
NC_024619		Caloperdix oculeus	6357	7907
NC_024620		Colinus virginianus	6573	8123
NC_024621	Actinopterygii	Schizothorax chongi	5472	7022
NC_024623	Actinopterygii	Megalobrama amblycephala x Ancherythroculter nigrocauda	5495	7045
NC_024628	Mammalia	Callimico goeldii	5316	6872
NC_024629	Mammalia	Chiropotes israelita	5304	6860
NC_024630	Mammalia	Cheracebus lugens	5326	6882
NC_024631		Anas acuta	5402	6952
NC_024634	Actinopterygii	Ladislavia taczanowskii	5494	7044
NC_024645	Actinopterygii	Culter alburnus x Ancherythroculter nigrocauda	5495	7045
NC_024667		Chelodina longicollis	5384	6922
NC_024672	Actinopterygii	Glyptothorax sinensis	5472	7022
NC_024673		Henicorhina leucosticta	5407	6957
NC_024674	Actinopterygii	Brachymystax tumensis	6648	8198
NC_024682		Mionectes oleagineus	5378	6928
NC_024698	Sarcopterygii	Corvus cornix	5378	6928
NC_024726		Abrornis inornata	5404	6954
NC_024729	Actinopterygii	Metzia longinasus	5488	7038
NC_024730		Pycnonotus melanicterus	5410	6960
NC_024737	Actinopterygii	Paraneetroplus synspilus x Amphilophus citrinellus	5469	7031
NC_024739	Actinopterygii	Cottus dzungaricus	5473	7023
NC_024746	Actinopterygii	Pterois miles	5485	7035
NC_024748		Sylvirana guentheri	5548	7098
NC_024749	Actinopterygii	Chanodichthys erythropterus	5500	7050
NC_024750		Tadorna tadorna	6451	8001
NC_024752	Actinopterygii	Anabas testudineus	5464	7023
NC_024753	Actinopterygii	Macropodus ocellatus	5482	7041
NC_024812	Mammalia	Mazama nemorivaga	5325	6869
NC_024819	Mammalia	Dama mesopotamica	5330	6874
NC_024820	Mammalia	Giraffa camelopardalis	5329	6873
NC_024821		Passer montanus	5424	6974
NC_024833	Actinopterygii	Schizothorax pseudoaksaiensis	5474	7024
NC_024834	Actinopterygii	Elopichthys bambusa	5500	7050
NC_024835	Actinopterygii	Petenia splendida	5463	7025
NC_024836	Actinopterygii	Saurida umeyoshii	5448	6998
NC_024840	Actinopterygii	Amphiprion frenatus	5488	7053
NC_024841	Actinopterygii	Amphiprion perideraion	5483	7048
NC_024842	Actinopterygii	Premnas biaculeatus	5486	7051
NC_024844	Actinopterygii	Acrossocheilus kreyenbergii	5467	7017
NC_024846	Actinopterygii	Percilia irwini	5511	7061
NC_024847	Actinopterygii	Bostockia porosa	5476	7026
NC_024848	Actinopterygii	Gadopsis bispinosus	5447	6997
NC_024849	Actinopterygii	Macquaria ambigua	5495	7045
NC_024850	Actinopterygii	Percalates novemaculeata	5478	7034
NC_024851	Actinopterygii	Nannoperca variegata	5498	7048
NC_024852	Actinopterygii	Howella brodiei	5485	7044
NC_024853	Actinopterygii	Tilodon sexfasciatum	5486	7036
NC_024854	Actinopterygii	Bidyanus bidyanus	5602	7167
NC_024857	Actinopterygii	Cirrhitichthys aprinus	5479	7029
NC_024858	Actinopterygii	Cheilodactylus zonatus	5486	7036
NC_024860	Mammalia	Sus celebensis	6380	7924
NC_024862	Chondrichthyes	Carcharhinus macloti	5458	7014
NC_024865		Oedistoma iliolophus	5421	6971
NC_024866		Regulus calendula	5416	6966
NC_024867		Poecile atricapilla	5417	6967
NC_024868		Hyliota flavigaster	5400	6950
NC_024869		Vireo olivaceus	5412	6962
NC_024870		Sitta carolinensis	5405	6955
NC_024871		Tregellasia leucops	5418	6968
NC_024872		Turdus migratorius	5389	6939
NC_024873		Malurus melanocephalus	5404	6954
NC_024876	Actinopterygii	Siniperca chuatsi x Siniperca scherzeri	5478	7026
NC_024879	Actinopterygii	Siniperca scherzeri x Siniperca chuatsi	5473	7021
NC_024880	Actinopterygii	Schizopygopsis malacanthus	5479	7029
NC_024881	Actinopterygii	Siganus canaliculatus	5474	7024
NC_024883	Actinopterygii	Chirostoma humboldtianum	5476	7026
NC_024885	Actinopterygii	Rhodeus lighti	5482	7032
NC_024921	Actinopterygii	Heteromycteris japonicus	5541	7091
NC_024922		Netta rufina	5403	6953
NC_024924		Schoeniclus rusticus	5408	6958
NC_024925		Emberiza rutila	5411	6961
NC_024930	Actinopterygii	Microphysogobio fukiensis	5493	7043
NC_024933	Mammalia	Chlorocebus cynosuros	5321	6889
NC_024934	Actinopterygii	Acrossocheilus stenotaeniatus	5483	7033
NC_024937	Chondrichthyes	Zapteryx exasperata	5482	7038
NC_024938	Actinopterygii	Brycon orbignyanus	5475	7031
NC_024939	Actinopterygii	Prochilodus lineatus	5472	7019
NC_024940	Actinopterygii	Piaractus mesopotamicus	5486	7042
NC_024942	Mammalia	Mustela nigripes	5341	6885
NC_024946	Actinopterygii	Arnoglossus polyspilus	5286	6836
NC_024947	Actinopterygii	Bothus pantherinus	5277	6827
NC_024949	Actinopterygii	Crossorhombus kobensis	5224	6774
NC_024950	Actinopterygii	Cyclopsetta fimbriata	5525	7072
NC_024951	Actinopterygii	Laeops lanceolata	5255	6817
NC_024953	Actinopterygii	Neoachiropsetta milfordi	5491	7041
NC_025199	Actinopterygii	Zebrias zebrinus	5496	7046
NC_025201	Mammalia	Macaca arctoides	5323	6891
NC_025221	Mammalia	Macaca silenus	5316	6884
NC_025225	Actinopterygii	Channa asiatica	5471	7021
NC_025242	Actinopterygii	Cottus czerskii	5470	7020
NC_025268	Mammalia	Mus caroli	5338	6882
NC_025269	Mammalia	Mus cervicolor	5331	6875
NC_025270	Mammalia	Mus cookii	5330	6874
NC_025271	Mammalia	Capreolus pygargus	5325	6869
NC_025277	Mammalia	Tamias sibiricus	5374	6915
NC_025278	Mammalia	Sorex cylindricauda	5353	6897
NC_025283	Mammalia	Lasiopodomys mandarinus	5306	6850
NC_025286	Actinopterygii	Nipponocypris koreanus	5497	7047
NC_025287	Mammalia	Mus fragilicauda	5325	6869
NC_025290	Actinopterygii	Pterois volitans	5492	7042
NC_025296	Mammalia	Viverricula indica	5677	7221
NC_025297	Actinopterygii	Metahomaloptera omeiensis	5467	7017
NC_025298	Actinopterygii	Sillago indica	5491	7041
NC_025300	Actinopterygii	Xenophysogobio nudicorpa	5495	7045
NC_025301	Actinopterygii	Rhabdosargus sarba	5475	7040
NC_025303	Actinopterygii	Ptychobarbus kaznakovi	6580	8130
NC_025304		Eremias multiocellata	5298	6842
NC_025307	Actinopterygii	Nibea coibor	5491	7047
NC_025308	Mammalia	Myotis brandtii	5349	6893
NC_025309		Hyla annectans	8090	9631
NC_025315	Actinopterygii	Piaractus brachypomus	5487	7043
NC_025316	Mammalia	Lepus sinensis	5353	6894
NC_025317	Actinopterygii	Siniperca chuatsi x Siniperca knerii	5476	7035
NC_025318		Tetrastes sewerzowi	6524	8074
NC_025319	Actinopterygii	Discogobio yunnanensis	5481	7031
NC_025320		Eremias vermiculata	5281	6825
NC_025321	Actinopterygii	Homatula potanini	5465	7015
NC_025326	Actinopterygii	Rhodeus sericeus	6403	7953
NC_025328	Chondrichthyes	Squatina formosa	5454	7010
NC_025330	Mammalia	Cricetulus longicaudatus	5327	6871
NC_025336	Actinopterygii	Rasbora trilineata	5482	7032
NC_025337	Actinopterygii	Sillago asiatica	5480	7030
NC_025494		Lissemys scutata	5412	6959
NC_025498	Chondrichthyes	Raja pulchra	5473	7029
NC_025499		Heliornis fulica	5358	6905
NC_025500		Fulica atra	5363	6913
NC_025501		Eulabeornis castaneoventris	5377	6927
NC_025502		Lewinia muelleri	5372	6922
NC_025507		Gallirallus philippensis	5368	6918
NC_025508		Porphyrio porphyrio	5365	6915
NC_025512	Chondrichthyes	Narcine entemedor	5475	7031
NC_025514		Vanellus cinereus	5394	6944
NC_025515	Actinopterygii	Tanakia limbata	5474	7024
NC_025516	Mammalia	Mustela erminea	5645	7189
NC_025517	Actinopterygii	Plectorhinchus lineatus	5492	7054
NC_025519	Actinopterygii	Thunnus atlanticus	1	1551
NC_025520	Chondrichthyes	Carcharhinus longimanus	5463	7019
NC_025521		Scolopax rusticola	5402	6952
NC_025550	Mammalia	Callosciurus erythraeus	5363	6904
NC_025552		Ichthyomyzon fossor	1	1557
NC_025553		Ichthyomyzon unicuspis	1	1557
NC_025555	Actinopterygii	Oreochromis esculentus	5472	7067
NC_025556		Larus crassirostris	5376	6926
NC_025559	Mammalia	Neomys fodiens	5342	6886
NC_025560		Gloydius intermedius	6231	7841
NC_025562	Actinopterygii	Garra imberba	5485	7035
NC_025565	Actinopterygii	Megalaspis cordyla	5520	7070
NC_025566	Actinopterygii	Alectis ciliaris	5507	7057
NC_025568	Mammalia	Myotis davidii	5343	6887
NC_025575		Pelophylax cretensis	5527	7063
NC_025576	Actinopterygii	Coregonus peled	5472	7022
NC_025578	Chondrichthyes	Squatina nebulosa	5458	7014
NC_025579		Falco columbarius	5436	6986
NC_025580		Accipiter nisus	5394	6944
NC_025582		Eudontomyzon morii	1	1554
NC_025583		Lampetra appendix	1	1554
NC_025584	Actinopterygii	Hypostomus plecostomus	5469	7019
NC_025585	Actinopterygii	Platydoras armatulus	5481	7031
NC_025586	Mammalia	Callithrix jacchus	5319	6858
NC_025588	Actinopterygii	Siganus vulpinus	5479	7029
NC_025589	Actinopterygii	Hucho hucho	6566	8116
NC_025590	Actinopterygii	Ctenopharyngodon idellus x Elopichthys bambusa	5492	7042
NC_025591		Amolops wuyiensis	5517	7067
NC_025594		Uragus sibiricus	6622	8172
NC_025595		Serinus albogularis	6631	8181
NC_025596		Tangara episcopus	6582	8132
NC_025597		Carpodacus erythrinus	6638	8188
NC_025598		Loxops mana	6535	8085
NC_025599		Fringilla coelebs	6634	8184
NC_025600		Hesperiphona vespertina	6629	8179
NC_025601		Paroreomyza montana	6651	8201
NC_025602		Himatione sanguinea	6659	8209
NC_025604		Leucosticte brandti	6615	8165
NC_025605		Loxops caeruleirostris	6648	8198
NC_025606		Chlorophanes spiza	6658	8208
NC_025607		Carpodacus roseus	6619	8169
